A,B,C,D,E,F
,,,,802632928503,0.36
,,,,802632786999,0.1
,,,,880150988508182267,0.2
,,,,3450782904,0.15
,,,,802824947948,0.1
,,,,802367164868,0.4
,,,,500147999151,2.05
,,,,100360418848,0.36
,,,,802547008352,0.05
,,,,802547008739,0.1
,,,,802633057949,0.15
,,,,880150957140435792,0.2
,,,,880154611370879136,0.4
,,,,802720866969,0.05
,,,,802633074802,0.05
,,,,802720820168,0.14
,,,,880154242925415590,0.2
,,,,802720874549,0.2
,,,,802824904563,0.08
,,,,802720891631,0.15
,,,,802720924704,0.15
,,,,802633022597,0.1
,,,,100348083480,0.2
,,,,802720823835,0.1
,,,,802720873467,0.05
,,,,802720976759,0.1
,,,,802546976994,0.25
,,,,802720924898,0.15
,,,,802720955294,0.12
,,,,802720917302,0.1
,,,,802824909706,0.25
,,,,802720908050,0.15
,,,,880149833794708429,0.84
,,,,802720935466,0.1
,,,,802720861747,0.15
,,,,802632933691,0.2
,,,,880149043591940843,0.35
,,,,802720935523,0.15
,,,,802632790959,0.1
,,,,880149886484102469,0.3
,,,,560093847353,1.45
,,,,880153091157930742,0.25
,,,,500147990305,1.1
,,,,100348098976,10.65
,,,,100348098978,22.7
,,,,802720966448,0.1
,,,,100363334934,0.3
,,,,802720856461,0.17
,,,,802632742476,0.38
,,,,802633056454,0.15
,,,,802720884401,0.05
,,,,560093814465,0.55
,,,,500132962610,0.4
,,,,802720828640,0.1
,,,,802547008751,0.15
,,,,802633084365,0.05
,,,,880153411588445893,0.3
,,,,880151482204758924,0.3
,,,,802720834869,0.15
,,,,802720957966,0.08
,,,,880152471884809439,0.2
,,,,802824901975,0.15
,,,,802720929844,0.15
,,,,802632799320,0.05
,,,,802720922094,0.06
,,,,802632792110,0.05
,,,,802632795144,0.15
,,,,802633079738,0.1
,,,,802633077651,0.14
,,,,802720945833,0.1
,,,,880154698093223671,0.05
,,,,802720931312,0.05
,,,,500147998014,0.05
,,,,802720958666,0.15
,,,,802632933591,0.2
,,,,802824910941,0.15
,,,,802720924632,0.15
,,,,802632741967,0.35
,,,,802632927645,0.15
,,,,802546975404,0.4
,,,,802824906215,0.14
,,,,802720948794,0.1
,,,,880146154763495398,0.3
,,,,200172513014,0.55
,,,,560079876669,1.54
,,,,802720915189,0.2
,,,,880149367485940843,0.35
,,,,100360188819,0.16
,,,,500132985938,0.75
,,,,802720920479,0.05
,,,,500132962614,0.7
,,,,802632783633,0.04
,,,,500132958178,1.65
,,,,100348124461,0.17
,,,,802824914560,0.2
,,,,200172482231,0.4
,,,,802824903861,0.05
,,,,802720923913,0.1
,,,,500132975410,4.9
,,,,802632794461,0.3
,,,,802720897709,0.1
,,,,880149856085829631,0.35
,,,,802632727571,0.4
,,,,802720885487,0.2
,,,,802633076365,0.15
,,,,802720893405,0.15
,,,,802720878939,0.35
,,,,880148823828132762,0.25
,,,,802633050405,0.06
,,,,802720907042,0.16
,,,,802720945919,0.1
,,,,802720928068,0.1
,,,,880147918064879136,0.3
,,,,500132955999,2.8
,,,,802720910082,0.15
,,,,802720972238,0.15
,,,,802824946620,0.24
,,,,802632936339,0.25
,,,,802632700504,0.1
,,,,880151863126607419,0.2
,,,,100348079488,0.45
,,,,802632798723,0.2
,,,,880149448079697318,0.2
,,,,802633074311,0.15
,,,,802824918758,0.25
,,,,802720939614,0.06
,,,,802633050186,0.1
,,,,880149352263273176,0.1
,,,,802633058845,0.12
,,,,200171826090,0.93
,,,,802632938219,0.2
,,,,802633040476,0.12
,,,,500132958260,18.76
,,,,802633062496,0.14
,,,,802632933700,0.15
,,,,802632997096,0.14
,,,,802632741162,0.8
,,,,802720877502,0.05
,,,,802632774326,0.05
,,,,802720905459,0.15
,,,,802720950257,0.1
,,,,600066058370,2.4
,,,,802720942181,0.15
,,,,802720867766,0.15
,,,,100363329074,0.5
,,,,500132962701,0.5
,,,,880152963742516500,0.35
,,,,500147988726,0.04
,,,,802367164955,0.5
,,,,802824905030,0.12
,,,,802720985133,0.06
,,,,802633073069,0.1
,,,,802633052768,0.2
,,,,880150808975425691,0.3
,,,,D00017352387,0.15
,,,,802720982405,0.1
,,,,802632739878,0.82
,,,,500133889358,0.35
,,,,802824908741,0.1
,,,,802632778864,0.22
,,,,802720919864,0.1
,,,,802720891900,0.2
,,,,100360196713,0.9
,,,,802546976100,0.2
,,,,802720884365,0.05
,,,,802632775322,0.04
,,,,880149351525748823,1.32
,,,,100360188865,0.2
,,,,880148454020081257,0.05
,,,,100348095795,0.2
,,,,802632853144,0.1
,,,,802720862630,0.08
,,,,880152963738243873,0.15
,,,,880152851049526601,0.15
,,,,802720955316,0.1
,,,,802720968136,0.15
,,,,802720973428,0.1
,,,,802720981090,0.1
,,,,802633065771,0.14
,,,,100360418906,0.35
,,,,802720963909,0.15
,,,,880150785441950944,0.34
,,,,600066068800,2.25
,,,,802720920462,0.05
,,,,802720879872,0.1
,,,,802720926823,0.14
,,,,802720926289,0.05
,,,,880151495621900449,0.1
,,,,802720937565,0.05
,,,,802720922627,0.1
,,,,802720928581,0.15
,,,,802367163584,0.5
,,,,802547008820,0.05
,,,,100360418702,0.25
,,,,802720831635,0.05
,,,,880146224423647813,0.38
,,,,880146818271354984,0.15
,,,,880150021987081257,0.88
,,,,600093489387,0.3
,,,,802720905962,0.05
,,,,560093812200,0.97
,,,,100363304774,0.68
,,,,802720916453,0.1
,,,,802720885069,0.05
,,,,802632839319,0.05
,,,,802824914050,0.3
,,,,802720954630,0.1
,,,,100360188384,0.55
,,,,802824904682,0.1
,,,,802720921014,0.15
,,,,802720921070,0.15
,,,,802633068447,0.06
,,,,802720986009,0.15
,,,,802720833916,0.15
,,,,802720930306,0.1
,,,,802720912608,0.15
,,,,802824908459,0.1
,,,,880147871148839732,0.2
,,,,100360418854,0.24
,,,,802633046554,0.1
,,,,880146492537819530,0.3
,,,,802633046353,0.15
,,,,802720890334,0.16
,,,,880149455476980247,1.5
,,,,802633048505,0.1
,,,,802720919502,0.1
,,,,560093813262,0.4
,,,,802720795691,0.05
,,,,802546967667,0.25
,,,,802824909535,0.25
,,,,802824904592,0.12
,,,,880150731266536702,0.38
,,,,802720954358,0.1
,,,,802824903682,0.05
,,,,802632739239,0.45
,,,,560093843939,0.2
,,,,802720924583,0.14
,,,,802632919012,0.2
,,,,802632780179,0.05
,,,,100363326145,5.45
,,,,802632760481,0.08
,,,,802720860651,0.15
,,,,802632927376,0.2
,,,,802720925889,0.15
,,,,802824920468,0.25
,,,,802720925889,0.15
,,,,802633072765,0.1
,,,,802632923144,0.65
,,,,802633078074,0.05
,,,,500133889544,0.25
,,,,802720944073,0.05
,,,,500147988600,0.05
,,,,100360196531,1.5
,,,,100360189585,0.1
,,,,802824924825,0.15
,,,,802633084655,0.1
,,,,802633048870,0.1
,,,,500132953917,0.35
,,,,880153051445960045,0.2
,,,,802720907193,0.14
,,,,802824920527,0.1
,,,,880144070507667015,0.2
,,,,802546976651,0.1
,,,,802632717572,0.16
,,,,500132975424,7.05
,,,,802720925195,0.1
,,,,100363329461,0.75
,,,,802720949616,0.1
,,,,802632739986,0.3
,,,,802633066213,0.14
,,,,802632922368,0.15
,,,,500132962605,1.85
,,,,802720936620,0.1
,,,,802824903341,0.14
,,,,560093812196,0.06
,,,,100360187225,3.8
,,,,100360187224,9.3
,,,,880146470236718520,0.35
,,,,880148868639435792,0.64
,,,,802720983688,0.1
,,,,802720815211,0.1
,,,,802632794090,0.15
,,,,802720967626,0.1
,,,,100348098457,1.05
,,,,802633059391,0.12
,,,,802824912747,0.15
,,,,802633086379,0.05
,,,,802824912543,0.25
,,,,802720944359,0.1
,,,,802720907692,0.15
,,,,802632938663,0.3
,,,,100363334698,0.1
,,,,802720958159,0.08
,,,,880151749855627611,0.25
,,,,880149423124910540,0.5
,,,,500133889406,0.25
,,,,802632766654,0.1
,,,,880147798898869035,1.65
,,,,802824961130,0.14
,,,,880151381135849833,0.15
,,,,802632732790,0.45
,,,,880150840479708429,0.35
,,,,802720801445,0.15
,,,,802720945274,0.1
,,,,880154266436122661,0.2
,,,,802546975363,0.15
,,,,802633056390,0.1
,,,,802633044836,0.05
,,,,802720901879,0.1
,,,,802720886306,0.2
,,,,802720943273,0.14
,,,,802720943273,0.14
,,,,802632940101,0.15
,,,,802632935065,0.3
,,,,802633073148,0.15
,,,,802633072599,0.05
,,,,880151145681879136,0.3
,,,,100360418301,0.2
,,,,802720971968,0.18
,,,,802633077490,0.05
,,,,500147999155,0.6
,,,,802720902661,0.1
,,,,802633052290,0.08
,,,,500132953836,0.4
,,,,802824919476,0.18
,,,,802632922871,0.4
,,,,802633063300,0.14
,,,,500132955849,0.21
,,,,802824904058,0.1
,,,,802824900566,0.05
,,,,802632874561,0.15
,,,,802633067949,0.08
,,,,802720954626,0.15
,,,,802720984868,0.06
,,,,880150301846253974,0.3
,,,,200166983483,1.65
,,,,802720928465,0.12
,,,,802720934547,0.1
,,,,500133889388,0.3
,,,,802633081435,0.15
,,,,802632938861,0.1
,,,,802720901447,0.05
,,,,802720834331,0.05
,,,,802824903527,0.1
,,,,802633064755,0.04
,,,,802632799429,0.05
,,,,100360418872,0.99
,,,,802824918783,0.2
,,,,802633067295,0.08
,,,,802633055835,0.2
,,,,802720989912,0.15
,,,,802720970984,0.15
,,,,802720870791,0.05
,,,,802632780258,0.05
,,,,500132955799,28.85
,,,,500132955798,19.6
,,,,802824912006,0.14
,,,,802367161435,0.05
,,,,802720978679,0.15
,,,,802824909104,0.25
,,,,802720987782,0.1
,,,,802632734840,0.28
,,,,802633022029,0.25
,,,,802824912996,0.25
,,,,802720949969,0.15
,,,,802720973947,0.12
,,,,802720910379,0.15
,,,,880146808557112560,0.85
,,,,802824901325,0.12
,,,,802824922771,0.15
,,,,802632923893,0.25
,,,,802824944059,0.08
,,,,802720906001,0.06
,,,,802632921226,0.2
,,,,500132962719,1.6
,,,,880152074422415590,0.84
,,,,802824906490,0.14
,,,,802633055264,0.15
,,,,802633071466,0.15
,,,,802632791008,0.1
,,,,802633002173,0.15
,,,,802367165049,0.35
,,,,802633046223,0.06
,,,,802720867128,0.1
,,,,802720905316,0.15
,,,,802633066777,0.04
,,,,802633081523,0.05
,,,,802632797660,0.1
,,,,802720966530,0.12
,,,,802824961538,0.15
,,,,100325335807,0.45
,,,,560093847854,0.1
,,,,100363334058,0.2
,,,,802824917834,0.15
,,,,802824946128,0.16
,,,,880149359635718520,0.35
,,,,880150988604182267,0.3
,,,,500127324438,0.7
,,,,802632796488,0.1
,,,,802632636356,0.1
,,,,802720885863,0.15
,,,,802632796477,0.1
,,,,802152756934,0.23
,,,,802720881438,0.05
,,,,802720987177,0.15
,,,,802632740924,0.5
,,,,802632767623,0.05
,,,,802824948122,0.02
,,,,802824920066,0.45
,,,,500132962693,0.55
,,,,802720949232,0.15
,,,,802632934929,0.3
,,,,100200868832,0.65
,,,,802720948343,0.05
,,,,802720971451,0.14
,,,,802632854491,0.15
,,,,802633073751,0.1
,,,,802720929936,0.1
,,,,802633069447,0.06
,,,,802633011804,0.12
,,,,802632938658,0.15
,,,,100348092188,0.15
,,,,802546964080,0.28
,,,,802720931815,0.08
,,,,802720950868,0.15
,,,,802720946634,0.12
,,,,802632794936,0.1
,,,,100348095691,0.66
,,,,880149866644647813,0.15
,,,,880147830515637712,0.15
,,,,802720940289,0.14
,,,,880150348225182267,0.45
,,,,802720976164,0.1
,,,,802633072747,0.06
,,,,802720932130,0.12
,,,,880149959166384287,0.35
,,,,802720925084,0.15
,,,,802720949340,0.18
,,,,500148572403,1
,,,,802824904465,0.2
,,,,802632922213,0.05
,,,,802720978787,0.15
,,,,802632919897,0.15
,,,,802720927678,0.08
,,,,802824904034,0.1
,,,,802720918621,0.16
,,,,500132995556,0.83
,,,,802632772523,0.15
,,,,802633080960,0.1
,,,,880150801010839732,0.2
,,,,802720942391,0.12
,,,,802720897771,0.1
,,,,802824923422,0.35
,,,,802633020222,0.1
,,,,880145388459647813,0.2
,,,,802720984509,0.1
,,,,802720920182,0.05
,,,,802720925859,0.1
,,,,802633078400,0.1
,,,,100363311424,0.24
,,,,802633021645,0.85
,,,,802720836093,0.15
,,,,802632780940,0.1
,,,,802720934477,0.15
,,,,802633077572,0.12
,,,,802632759880,0.2
,,,,802633052983,0.2
,,,,100360188840,0.2
,,,,802720950008,0.12
,,,,802720921672,0.12
,,,,802632977970,0.1
,,,,802824960663,0.1
,,,,100360196430,1.05
,,,,100348098967,0.6
,,,,802720973573,0.06
,,,,100363326109,5.55
,,,,100363326109,5.55
,,,,802720874727,0.05
,,,,802546979182,0.25
,,,,802546970580,0.25
,,,,802633073590,0.08
,,,,100374198121,0.55
,,,,802632787153,0.08
,,,,802720881773,0.15
,,,,802720924993,0.15
,,,,802824944296,0.08
,,,,802633055274,0.05
,,,,802720925734,0.15
,,,,802547049072,0.15
,,,,802632937153,0.2
,,,,802633083745,0.08
,,,,802633072500,0.08
,,,,802633069944,0.2
,,,,802632939341,0.2
,,,,802720822691,0.15
,,,,500133889442,0.25
,,,,802633053730,0.08
,,,,802632789621,0.1
,,,,100374194104,0.75
,,,,802633077135,0.05
,,,,802632869764,0.15
,,,,802632797834,0.45
,,,,802824921887,0.25
,,,,802633058021,0.14
,,,,802632778255,0.12
,,,,802720956049,0.14
,,,,802720935682,0.15
,,,,100363312165,0.73
,,,,802720873819,0.15
,,,,802720913222,0.15
,,,,802632734996,0.8
,,,,802546979794,0.3
,,,,802632791718,0.1
,,,,802720878056,0.1
,,,,802632923325,0.05
,,,,802720872589,0.16
,,,,802824920585,0.2
,,,,802547009202,0.05
,,,,100360418857,0.27
,,,,802824921634,0.2
,,,,802720829035,0.14
,,,,802367163533,0.55
,,,,802720937990,0.1
,,,,802547009282,0.1
,,,,802720910511,0.1
,,,,802632924880,0.2
,,,,802720962199,0.15
,,,,880148891165516500,0.16
,,,,802632779308,0.1
,,,,802824922375,0.1
,,,,500132985186,0.4
,,,,802633021689,0.25
,,,,100348124297,0.12
,,,,802632785864,0.1
,,,,880151995130627611,0.4
,,,,880148853616687217,0.25
,,,,802632938052,0.2
,,,,500132995863,0.06
,,,,100363304048,1.6
,,,,100363334998,0.2
,,,,880151403965647813,0.45
,,,,802720878818,0.1
,,,,802720920145,0.16
,,,,802720945602,0.05
,,,,802632728207,0.7
,,,,802633057140,0.1
,,,,802632798122,0.15
,,,,802824920204,0.15
,,,,802546977717,0.25
,,,,880149785710657914,0.42
,,,,802633069018,0.15
,,,,802720939506,0.1
,,,,802720942496,0.15
,,,,100374194890,0.33
,,,,880153035683223671,0.1
,,,,802824904906,0.08
,,,,802720947317,0.05
,,,,100374194895,12.2
,,,,802632732837,0.44
,,,,880149540074364085,0.35
,,,,200171838278,1.29
,,,,880144751362081257,0.25
,,,,802824947500,0.06
,,,,802633046112,0.1
,,,,802720836774,0.1
,,,,802632739318,0.5
,,,,100374194080,0.75
,,,,802633043268,0.08
,,,,100360196532,0.6
,,,,802720965736,0.1
,,,,802720967348,0.1
,,,,880153450333506409,0.25
,,,,802824905727,0.2
,,,,500148572360,1.75
,,,,802720916175,0.12
,,,,802633054394,0.15
,,,,802632799873,0.15
,,,,802632742266,0.5
,,,,802633054409,0.15
,,,,500132958893,0.65
,,,,880153443332536702,0.3
,,,,802632926058,0.2
,,,,802633080362,0.05
,,,,880151433872031752,0.25
,,,,802633072854,0.22
,,,,802632923597,0.25
,,,,802824920004,0.08
,,,,500147990792,0.25
,,,,802632926980,0.15
,,,,802633073614,0.05
,,,,802632743118,0.4
,,,,802720880100,0.1
,,,,802720904834,0.15
,,,,802633003204,0.1
,,,,802633080900,0.15
,,,,880146828904960045,0.32
,,,,500132955708,0.55
,,,,802632932172,0.05
,,,,802824914786,0.15
,,,,802632921935,0.2
,,,,100360196439,0.55
,,,,802633081673,0.04
,,,,802633068096,0.06
,,,,802720890553,0.16
,,,,802633059008,0.15
,,,,880146248178899338,0.32
,,,,802632775536,0.05
,,,,802633073300,0.05
,,,,802824903423,0.2
,,,,802632788872,0.2
,,,,802720976999,0.15
,,,,500147990795,3.1
,,,,500133889825,8.9
,,,,880145144257061055,0.2
,,,,100325345880,7.4
,,,,802720928628,0.15
,,,,802633052500,0.1
,,,,802824906348,0.08
,,,,500132988248,0.09
,,,,802720917251,0.12
,,,,880142305042960045,0.15
,,,,802633075737,0.06
,,,,802720915266,0.2
,,,,802633002848,0.1
,,,,880150021452798328,0.35
,,,,100374198398,2.45
,,,,802632737089,0.5
,,,,802633070301,0.05
,,,,880151031663304489,0.1
,,,,802546974222,0.25
,,,,100360196400,0.45
,,,,802632764607,0.1
,,,,560093844947,0.2
,,,,802632989081,0.1
,,,,100363334840,0.15
,,,,802824907753,0.12
,,,,802633060665,0.06
,,,,100348099322,0.3
,,,,880148337153354984,0.22
,,,,802633064172,0.1
,,,,200171833571,0.25
,,,,600066081413,0.35
,,,,560093847926,0.2
,,,,802720901964,0.1
,,,,100363334156,1.4
,,,,802633021432,0.15
,,,,802720971376,0.06
,,,,802824914488,0.15
,,,,802720926576,0.1
,,,,100363329165,1.96
,,,,802824921434,0.25
,,,,802632760843,0.1
,,,,880149801382112560,0.25
,,,,802720874503,0.2
,,,,802720888703,0.15
,,,,500127304886,0.1
,,,,880151473449748823,0.35
,,,,880146367848425691,0.1
,,,,802720933008,0.15
,,,,500147988567,0.12
,,,,802633066225,0.08
,,,,880150310160889237,0.25
,,,,802632775852,0.12
,,,,802633051806,0.3
,,,,802632791832,0.1
,,,,802633079366,0.12
,,,,802632962082,0.16
,,,,802632962082,0.16
,,,,802633069096,0.15
,,,,802632797336,0.15
,,,,802824900989,0.1
,,,,880151405190617510,0.3
,,,,802720951249,0.15
,,,,802632744054,0.45
,,,,802824920435,0.5
,,,,500147988499,0.05
,,,,880146381216697318,0.2
,,,,802546966018,0.25
,,,,802632796254,0.25
,,,,802547007878,0.2
,,,,802720987000,0.08
,,,,802473068137,0.4
,,,,500132975455,0.7
,,,,802824914638,0.15
,,,,802824907462,0.16
,,,,802632799406,0.1
,,,,802720928774,0.2
,,,,802824920103,0.05
,,,,100374198016,0.95
,,,,880151341928172166,0.85
,,,,802632782426,0.06
,,,,802632919740,0.15
,,,,500132981619,1
,,,,880149494343869035,0.15
,,,,802720910222,0.15
,,,,880149471094980247,0.4
,,,,802367163165,0.35
,,,,802720845228,0.15
,,,,802824919119,0.3
,,,,802633083481,0.3
,,,,100360196743,0.45
,,,,802632787838,0.15
,,,,500132953921,0.15
,,,,600066068895,0.1
,,,,802632921737,0.15
,,,,802152756044,0.1
,,,,880150129647213570,0.3
,,,,880151637802960045,0.2
,,,,802720930539,0.25
,,,,802720948756,0.06
,,,,802824906886,0.08
,,,,802632799913,0.15
,,,,802720927635,0.1
,,,,802720952958,0.1
,,,,802546920830,0.29
,,,,802824915659,0.2
,,,,100363304803,0.05
,,,,200172513035,0.4
,,,,100325345894,6.35
,,,,802720831358,0.15
,,,,100348098053,1.05
,,,,802633071593,0.08
,,,,802633072127,0.08
,,,,802720946207,0.15
,,,,880153482221394388,0.1
,,,,802824901936,0.05
,,,,880147980840415590,0.2
,,,,802632922003,0.1
,,,,802632770013,0.1
,,,,802632775089,0.05
,,,,802720949044,0.14
,,,,802720974706,0.06
,,,,500147988734,0.05
,,,,802632923202,0.1
,,,,802720958712,0.15
,,,,200164171470,0.1
,,,,802824945323,0.25
,,,,802720965062,0.15
,,,,802720935441,0.12
,,,,802720926395,0.1
,,,,802720968832,0.05
,,,,802546972321,0.1
,,,,802824921613,0.25
,,,,802824946507,0.1
,,,,802720897818,0.15
,,,,802632773578,0.06
,,,,802633051361,0.08
,,,,802633064163,0.08
,,,,802632779208,0.1
,,,,802824923786,0.25
,,,,100348083640,0.36
,,,,880149910355081257,0.5
,,,,600066068934,0.05
,,,,500147990221,0.4
,,,,802720921107,0.15
,,,,500147999237,0.4
,,,,802633078334,0.15
,,,,802720899403,0.15
,,,,500127330963,0.14
,,,,802633073810,0.06
,,,,100325919109,0.48
,,,,600066068938,1.5
,,,,802720933033,0.12
,,,,802546978672,0.12
,,,,500133889363,0.3
,,,,802632919823,0.16
,,,,802720941466,0.15
,,,,802632955425,0.08
,,,,802632796195,0.15
,,,,8968323153,0.05
,,,,880148337417596308,0.35
,,,,880151560879253974,1
,,,,802633022044,0.1
,,,,802720905185,0.05
,,,,802720918953,0.05
,,,,802633043920,0.15
,,,,802633051487,0.1
,,,,802720956555,0.1
,,,,802720876711,0.05
,,,,500132985436,0.6
,,,,802720927434,0.1
,,,,100325334386,0.25
,,,,802633085905,0.05
,,,,802152756788,0.07
,,,,802632938826,0.16
,,,,880153059352071156,0.3
,,,,802632786768,0.3
,,,,802720919452,0.12
,,,,802720899425,0.15
,,,,880150388195091358,0.6
,,,,880153375194768025,0.2
,,,,802824942458,0.1
,,,,802720941635,0.15
,,,,802824903361,0.15
,,,,802632791179,0.04
,,,,802720963114,0.06
,,,,802720971437,0.06
,,,,880152950904485297,0.05
,,,,880150356774738722,0.85
,,,,802720857805,0.1
,,,,802720925829,0.1
,,,,802720850663,0.06
,,,,500147988771,0.15
,,,,100260693199,0.3
,,,,560093812195,0.05
,,,,802720918404,0.15
,,,,802720906389,0.2
,,,,880150021058192368,0.2
,,,,802824905827,0.04
,,,,802824905827,0.04
,,,,802632995471,0.16
,,,,802632922856,0.2
,,,,802720950334,0.05
,,,,500147980363,0.18
,,,,880151142246940843,0.2
,,,,500132955970,0.35
,,,,802632794685,0.1
,,,,802720925134,0.15
,,,,880154250730829631,1.2
,,,,802720955180,0.1
,,,,880150311183970146,0.25
,,,,802632930909,0.15
,,,,802824911994,0.2
,,,,802632774709,0.06
,,,,802824902156,0.05
,,,,802633069866,0.05
,,,,802632864661,0.15
,,,,802632745194,0.35
,,,,100360189196,0.8
,,,,802632938245,0.2
,,,,802633084323,0.16
,,,,200171826670,0.25
,,,,802720928347,0.14
,,,,880151487754152964,0.1
,,,,802633084640,0.08
,,,,802720940769,0.16
,,,,802720924860,0.14
,,,,500133889321,0.8
,,,,802720931282,0.05
,,,,802720849128,0.1
,,,,802720955272,0.12
,,,,802547008772,0.1
,,,,802720926965,0.1
,,,,880149833796324681,0.86
,,,,802720908615,0.09
,,,,802633042787,0.08
,,,,802720947749,0.1
,,,,802720884940,0.1
,,,,500147999387,1.7
,,,,802633076317,0.08
,,,,802720920357,0.05
,,,,880151333870344883,0.2
,,,,802720909617,0.05
,,,,880150270685536702,0.15
,,,,802720891216,0.08
,,,,802720875851,0.1
,,,,802632773164,0.06
,,,,802632743051,0.4
,,,,802720873472,0.05
,,,,802633067608,0.15
,,,,802720986683,0.08
,,,,802546973611,0.25
,,,,802546976723,0.1
,,,,802720944948,0.12
,,,,880151934669546803,0.25
,,,,802720925782,0.1
,,,,802824915071,0.25
,,,,802720919735,0.14
,,,,802720967773,0.1
,,,,802632660806,0.2
,,,,802633068508,0.06
,,,,802633018532,0.06
,,,,802720838964,0.15
,,,,200172513061,0.15
,,,,802632922436,0.3
,,,,880151672089990348,0.3
,,,,100363311229,0.54
,,,,100363311229,0.54
,,,,802367165181,0.05
,,,,880151410479324681,0.35
,,,,802633019201,0.1
,,,,802720942645,0.14
,,,,802632935486,0.04
,,,,500133889435,0.58
,,,,802720902757,0.1
,,,,880153083082829631,0.22
,,,,560093847905,0.12
,,,,802632843339,0.2
,,,,802720948778,0.05
,,,,880149297654788227,0.35
,,,,600066068794,0.16
,,,,802720826225,0.1
,,,,880150443774596308,0.15
,,,,880153627263364085,0.2
,,,,802720951844,0.1
,,,,802824917817,0.25
,,,,500132966681,0.42
,,,,802546978321,0.3
,,,,100363304067,0.45
,,,,802632799928,0.15
,,,,880148557308748823,0.25
,,,,802720983767,0.14
,,,,802633062210,0.15
,,,,100363311208,0.25
,,,,802720961968,0.1
,,,,802720939986,0.08
,,,,100360188859,0.2
,,,,802824945494,0.14
,,,,880154611367162065,0.85
,,,,802633087627,0.1
,,,,802633078526,0.05
,,,,802632921777,0.15
,,,,802546976671,0.1
,,,,802720943184,0.1
,,,,802720924036,0.1
,,,,802824946985,0.12
,,,,802720887161,0.1
,,,,802633042193,0.16
,,,,802632744291,0.4
,,,,802632798190,0.2
,,,,802720932341,0.14
,,,,100374194442,0.1
,,,,802720937134,0.1
,,,,802632978782,0.16
,,,,802633044203,0.1
,,,,802633013775,0.1
,,,,500147988651,0.04
,,,,802720919433,0.1
,,,,802633079394,0.1
,,,,802633070625,0.05
,,,,802824905875,0.08
,,,,802367163924,0.5
,,,,880147988626637712,0.2
,,,,802633085091,0.05
,,,,880149931762869035,0.6
,,,,802720931527,0.05
,,,,880151185347233772,0.42
,,,,802152756313,0.1
,,,,802720832212,0.1
,,,,802633053273,0.1
,,,,802720941269,0.15
,,,,802632786059,0.1
,,,,802633077966,0.1
,,,,802720931777,0.04
,,,,802367157546,0.25
,,,,802367161809,0.55
,,,,802720795729,0.05
,,,,880149392345213570,0.25
,,,,802720924603,0.15
,,,,802720941440,0.15
,,,,100363326566,0.11
,,,,802632736494,0.3
,,,,802632743747,0.45
,,,,802633013698,0.1
,,,,802720920693,0.06
,,,,802720958828,0.1
,,,,802367164443,0.2
